,artist_names,artist_bios
244,Ying Chen,"Born in Tokyo to Chinese parents living in Japan, Ying Chen is an artist who’s been focused on photo collages since 2018."
245,Razzia,Gerard Courbouleix-Deneriaz known as Razzia is a French graphic artist who creates painted posters in a manner of Art Deco tradition.
246,Janise Yntema,"Born in 1962, Janise Yntema is an American abstract painter who works with the ancient technique of encaustic wax.
"
247,Mel Bochner,Mel Bochner is an American born in 1940.He is one of the pioneers of the Conceptual Art.
248,David Drebin,"David Drebin is a Canadian photographer born in 1970, known for his glamorous advertising and fashion photography, which invites the viewer into a metropolitan nightlife of champagne and luxury."
249,Allan D'Arcangelo,"Allan D'Arcangelo was a New York-born artist and printmaker, best known for his paintings of highways and road signs.   
"
250,Tim Flach,"Tim Flach is a London-based photographer, artist and director, with work in several major international public collections."
251,Isca Greenfield-Sanders,Isca Greenfield-Sanders is an American artist whose oil paintings and watercolors are based on found transparencies from the 1950s and 1960s.
252,Formento & Formento,"Known for their romantic and stylish photographs, Formento & Formento explore love, loss, uncanny and perverse, longing, and the burden of memory."
253,Christoph Rutimann,"A second-generation performance artist, Christoph Rütimann is also a painter, a draftsman, a sculptor, photographer and video artist."
254,Jacobo Castellano,
255,Harold Town,"Harold Town is best known as a member of Painters Eleven, a group of abstract artists active in Toronto from 1954-1960."
256,Joel Urruty,"Working in wood and bronze, Joël Urruty is an American artist who creates both abstract and figurative sculptures, as well as wall assemblages."
257,Won Lee,"Won Lee is a Korean-born and Canada-based contemporary artist who creates sculptures, paintings, and drawings. His main subject matter is the human figure."
258,Dean West,Dean West is an Australian artist whose meticulously composed and color-saturated digital photographs reflect on the medium’s theoretical foundations.
259,BAKi,BAKi is a South Korean photographer and visual artist whose work is influenced by his experience as a soloist in the National Ballet of Korea.
260,Joachim Schmeisser,Joachim Schmeisser is a German photographer widely known for his exceptionally intimate portraits of species threatened with extinction.
261,Jose Bellver,
262,Pat McDermott,
263,Albert Llobet Portell,"Albert Llobet Portell is a contemporary artist whose abstract paintings explore the richness of colors, textures, lines, and compositions."
264,Michael Barringer,"Michael Barringer is an American artist known for his highly crafted and detailed, lyrical abstract paintings rooted in metaphysical introspection."
265,Dominik Schmitt,More details will be coming shortly.
266,Hans Withoos,More details will be coming shortly.
267,Lucia Warck-Meister,More details will be coming shortly.
268,Cecilia Mendez Casariego,Cecilia Méndez Casariego is an Argentinian artist whose sculptures represent a tiny world of human experience. She lives and works in Buenos Aires.
269,Jose Ricardo Contreras Gonzalez,José Ricardo Contreras González is a Colombian artist who explores the image through the examination of physical and digital records.
270,Banksy,"Banksy is a pseudonymous for United Kingdom-based graffiti artist, political activist, film director, and painter."
271,Yoshitomo Nara,"Yoshitomo Nara is a Japanese artist whose trademark have become paintings, drawings and sculptures of seemingly innocent, wide-eyed kids and dogs.
"
272,Brian Alfred,"Brian Alfred, born in Pittsburgh, in 1974, is an artist who works fluidly between painting, collages, digital drawing and animation."
273,Joe Tilson,"Joseph Charles Tilson is an English Pop Art painter and sculptor, who became one of the leading figures in the English Pop Art movement in the 60s.
"
274,Ferle,"Ferle is a French painter known for her monumental paper sheets colored with the tones that remind of  primitive cave art. 
"
275,Macyn Bolt,Macyn Bolt is an American abstract painter whose compositions and their forms explore the concepts of various shifts within visual perception.
276,Val Kilmer,"Val Kilmer, the painter, sculptor, actor, and poet, has produced a prolific body of work as diverse as many characters he has played on screen."
277,JR,The mysterious French artist going by the name of JR uses photography and street art to tell the stories of marginal groups of people.
278,Tracey Emin,"Tracey Emin is a British artist, a part of the group known as Britartists or YBAs (Young British Artists) known for using her life events as inspiration for works.
"
279,Gregor Hildebrandt,"Gregor Hildebrandt is a German contemporary artist, born in 1974, whose main artistic mediums are cassette tape and vinyl records. The tapes are applied directly onto canvases and photographic prints and in room-sized installations."
280,Fieroza Doorsen,"Fieroza Doorsen is a South African – British abstract artist who is putting an emphasis in her work on pattern and colored forms.
"
281,Nick Veasey,"Nick Veasey is a British photographer working with images created from X-ray. Some of his works are partial photo-manipulations with Photoshop.
"
282,Margaret Neill,"Margaret Neill is an American contemporary artist born in Ohio in 1956. She is best known for her abstract paintings and drawings inspired by curves and lines.
"
283,Gina Soden,"Exploring the beauty, decay, nostalgia and neglect of abandoned structures and locations are the central themes of Gina Soden’s photography."
284,Xanda McCagg,"Xanda McCagg is an American contemporary painter who once created figurative pieces, but has abandoned that style in favor of abstraction.
"
285,Dimitri Likissas,"Dimitri Likissas is a highly-talented Belgian-born artist who explores the unlimited potential of chromatic and tonal scale in his dot paintings. 
"
286,Susan Morris,"The British artist Susan Morris examines modern technology, the recording of time, and the documentation of movement."
287,Glauco Rodrigues,
288,Gordon Rayner,
289,Jack Brusca,"Jack Brusca was an American painter whose ability to uniquely interpret the natural wonder of ordinary things is highly regarded even today.
"
290,Marija Nikolic,Marija Nikolic is a Serbian artist whose current visual expression is deeply rooted in the aesthetic thought of abstract minimalism and postminimalism.
291,Juan Pablo Castro,"Juan Pablo Castro is a Colombian artist who provides his viewers with videos and photographs where fashion, color, and expression collide."
292,Clarence Holbrook Carter,"Clarence Holbrook Carter was an American painter known for his depictions of rural America and the burden brought on by the Great Depression.
"
293,Charles Levier,"Charles Levier was a French artist born in Corsica in a French-American family. He was a figurative painter known for his creative energy.
"
