,artist_bios
292,"Margaret Neill is an American contemporary artist born in Ohio in 1956. She is best known for her abstract paintings and drawings inspired by curves and lines.
"
293,"Exploring the beauty, decay, nostalgia and neglect of abandoned structures and locations are the central themes of Gina Soden’s photography."
294,"Ferle is a French painter known for her monumental paper sheets colored with the tones that remind of  primitive cave art. 
"
295,"Xanda McCagg is an American contemporary painter who once created figurative pieces, but has abandoned that style in favor of abstraction.
"
296,"The British artist Susan Morris examines modern technology, the recording of time, and the documentation of movement."
297,
298,
299,"Jack Brusca was an American painter whose ability to uniquely interpret the natural wonder of ordinary things is highly regarded even today.
"
300,"Charles Levier was a French artist born in Corsica in a French-American family. He was a figurative painter known for his creative energy.
"
301,Marija Nikolic is a Serbian artist whose current visual expression is deeply rooted in the aesthetic thought of abstract minimalism and postminimalism.
302,"Argentinian-born and Spain-based, Cristina Ghetti is a contemporary abstract painter who explores the intersection of perception and reality."
303,Nora Moreno-García is a Colombian-American artist whose paintings reflect on those happenings of life which cannot be understood nor expressed.
304,"On Hansen is the pseudonym of Scandinavian photographer Cristian Hunter, whose work bears the traces of lived experiences."
305,Richard Prince is an American painter and photographer famous for his  appropriation works containing rephotographed and cropped advertisements.
306,"LeRoy Neiman was an American artist, best known for his expressionist paintings and screen prints of athletes, musicians, and sporting events.
"
307,"Larry Rivers was an American renaissance man – an accomplished Jazz musician, a painter, sculptor, poet, actor, filmmaker, author, and teacher."
308,"Jessica Snow is an American artist, best known for her abstract and hard edged work characterized by bright and vivid linear forms.
"
309,"Korean-American conceptual artist Michael Joo manipulates a wide array of unexpected materials, from antlers and human sweat to fiber optics and magnets.
"
310,Tinker Brothers are contemporary Pop artists known for their signature style of bold stenciled words and classic cartoons in black and white.
311,"Moody is an artist whose work was included in exhibitions at Galleria GUM in Miami and Woodward Gallery in New York.
"
312,"Pia Fries uses photographed and silkscreened elements in her work alongside and under and against fantastic piles of caked, troweled, scraped and smeared oil paint."
313,"Dennis Oppenheim was an American conceptual artist, performance artist, earth artist, sculptor and photographer.
"
314,"Sandro Chia is an Italian artist, a member of the Italian Transavanguardia movement in the 1970s and 1980s, best known for his paintings and sculptures."
315,"Nicholas Krushenick was a New York painter, one of the forerunners of the pop art movement. He began showing his work publicly in New York in 1957.
"
316,"José Luis Cuevas is a Mexican artist, one of the first to challenge dominant Mexican muralism movement as a member of the Generación de la Ruptura.
"
317,"Jo Ellen Van Ouwerkerk is an American painter. She employs various techniques on canvas, and her paintings invariably feature stunning female figures.
"
318,"Leonard Baskin was an American sculptor, illustrator, wood-engraver, printmaker, graphic artist, and writer best known for his portrayals of human figures."
319,"Matthew Langley is an American contemporary artist born in Alexandria, Virginia, in 1963. He is well known for his abstract paintings.
"
320,Ramon Enrich is a Catalan artist best known for his paintings where he explores architecture within theatrical frameworks.
321,"Klara Kristalova is a sculptor from Prague, Czech Republic, who works mostly in ceramics and relies on the Meissen porcelain technique."
322,"Gina Werfel an American painter whose work uses vivid color, lyrical gesture, and complex compositional structures to explore harmonies within visual space.
"
323,"Clay Johnson is an American abstract painter whose reductivist compositions explore the relationships between color, form, and texture. 
"
324,"Anton Kannemeyer is a South African comics artist known for his colorful aesthetic and critically charged or rather socially engaged approach. 
"
325,"A son of Syd Solomon, Mike Solomon is an American abstract artist known for his minimalistic canvases characterized by transparency.
"
